frequency,V(p001),V(vin),V(vout),I(C1),I(L1),I(R1),I(V1)
(96233.39333933394+0j),(-2.3715324996936354e-05-5.944812664165684e-05j),(0.5+0j),(0.06865468254367327+0.17207429345999609j),(0.008626906349126533-0.003441485869199922j),(0.008626906349126535-0.0034414858691999227j),(0.008626906349126535-0.003441485869199922j),(-0.008626906349126535+0.003441485869199922j)
(96243.38433843385+0j),(-2.3714650150931163e-05-5.944025959774741e-05j),(0.5000000000000001+0j),(0.06866698789198192+0.17208726122516207j),(0.008626660242160362-0.003441745224503241j),(0.008626660242160364-0.0034417452245032415j),(0.008626660242160364-0.0034417452245032415j),(-0.008626660242160364+0.003441745224503242j)
(96253.37533753375+0j),(-2.3713975272669235e-05-5.943239410774784e-05j),(0.49999999999999994-2.7755575615628914e-17j),(0.06867929381559307+0.17210022773950223j),(0.008626414123688137-0.0034420045547900453j),(0.008626414123688139-0.0034420045547900453j),(0.008626414123688139-0.0034420045547900453j),(-0.008626414123688139+0.0034420045547900453j)
(96263.36633663367+0j),(-2.371330036215954e-05-5.942453017119619e-05j),(0.5000000000000001+0j),(0.06869160031434815+0.172113193003009j),(0.00862616799371304-0.0034422638600601807j),(0.00862616799371304-0.0034422638600601803j),(0.00862616799371304-0.0034422638600601803j),(-0.00862616799371304+0.0034422638600601807j)
(96273.35733573358+0j),(-2.371262541941104e-05-5.9416667787630574e-05j),(0.49999999999999994+0j),(0.0687039073880886+0.17212615701567444j),(0.008625921852238224-0.003442523140313488j),(0.008625921852238226-0.003442523140313489j),(0.008625921852238228-0.003442523140313489j),(-0.008625921852238228+0.0034425231403134885j)
(96283.34833483348+0j),(-2.3711950444432762e-05-5.940880695658953e-05j),(0.5+0j),(0.06871621503665591+0.17213911977749105j),(0.008625675699266882-0.0034427823955498218j),(0.008625675699266882-0.0034427823955498218j),(0.008625675699266882-0.003442782395549821j),(-0.008625675699266883+0.0034427823955498213j)
(96293.3393339334+0j),(-2.3711275437233623e-05-5.9400947677611536e-05j),(0.5+0j),(0.06872852325989146+0.17215208128845105j),(0.00862542953480217-0.0034430416257690204j),(0.00862542953480217-0.003443041625769021j),(0.008625429534802172-0.0034430416257690212j),(-0.008625429534802173+0.0034430416257690217j)
(96303.33033303331+0j),(-2.3710600397822623e-05-5.939308995023537e-05j),(0.5+0j),(0.06874083205763677+0.17216504154854678j),(0.008625183358847262-0.0034433008309709356j),(0.008625183358847262-0.003443300830970936j),(0.008625183358847264-0.0034433008309709356j),(-0.008625183358847266+0.0034433008309709364j)
(96313.32133213322+0j),(-2.370992532620875e-05-5.938523377400008e-05j),(0.5+0j),(0.06875314142973331+0.1721780005577707j),(0.008624937171405334-0.003443560011155414j),(0.008624937171405334-0.0034435600111554143j),(0.008624937171405334-0.003443560011155414j),(-0.008624937171405334+0.0034435600111554134j)
(96323.31233123313+0j),(-2.370925022240094e-05-5.937737914844473e-05j),(0.5+2.7755575615628914e-17j),(0.06876545137602252+0.1721909583161151j),(0.008624690972479547-0.0034438191663223013j),(0.008624690972479547-0.0034438191663223013j),(0.008624690972479549-0.0034438191663223017j),(-0.008624690972479549+0.003443819166322302j)
(96333.30333033304+0j),(-2.370857508640822e-05-5.936952607310874e-05j),(0.5+0j),(0.06877776189634596+0.17220391482357247j),(0.00862444476207308-0.00344407829647145j),(0.00862444476207308-0.00344407829647145j),(0.00862444476207308-0.0034440782964714495j),(-0.008624444762073082+0.00344407829647145j)
(96343.29432943295+0j),(-2.3707899918239505e-05-5.9361674547531604e-05j),(0.5000000000000001+0j),(0.06879007299054503+0.1722168700801352j),(0.008624198540189098-0.0034443374016027042j),(0.0086241985401891-0.0034443374016027042j),(0.008624198540189101-0.0034443374016027042j),(-0.008624198540189101+0.0034443374016027042j)
(96353.28532853286+0j),(-2.3707224717903796e-05-5.935382457125307e-05j),(0.5-2.7755575615628914e-17j),(0.0688023846584613+0.17222982408579576j),(0.008623952306830773-0.0034445964817159153j),(0.008623952306830775-0.0034445964817159166j),(0.008623952306830775-0.0034445964817159157j),(-0.008623952306830775+0.0034445964817159153j)
(96363.27632763278+0j),(-2.3706549485410054e-05-5.934597614381303e-05j),(0.5+0j),(0.06881469689993622+0.17224277684054662j),(0.008623706062001274-0.0034448555368109327j),(0.008623706062001276-0.003444855536810933j),(0.008623706062001276-0.0034448555368109327j),(-0.008623706062001276+0.003444855536810933j)
(96373.26732673268+0j),(-2.3705874220767254e-05-5.9338129264751626e-05j),(0.49999999999999994+0j),(0.06882700971481137+0.17225572834438038j),(0.008623459805703771-0.0034451145668876067j),(0.008623459805703773-0.0034451145668876067j),(0.008623459805703771-0.0034451145668876076j),(-0.008623459805703773+0.0034451145668876085j)
(96383.25832583259+0j),(-2.370519892398437e-05-5.9330283933609124e-05j),(0.5+0j),(0.06883932310292826+0.17226867859728945j),(0.008623213537941434-0.0034453735719457887j),(0.008623213537941436-0.0034453735719457896j),(0.008623213537941434-0.003445373571945789j),(-0.008623213537941437+0.00344537357194579j)
(96393.2493249325+0j),(-2.3704523595070376e-05-5.9322440149926034e-05j),(0.5+0j),(0.06885163706412843+0.17228162759926646j),(0.008622967258717432-0.0034456325519853304j),(0.008622967258717432-0.003445632551985331j),(0.008622967258717432-0.0034456325519853295j),(-0.008622967258717432+0.00344563255198533j)
(96403.2403240324+0j),(-2.370384823403421e-05-5.931459791324304e-05j),(0.5+0j),(0.06886395159825331+0.17229457535030393j),(0.008622720968034934-0.0034458915070060777j),(0.008622720968034936-0.0034458915070060786j),(0.008622720968034934-0.0034458915070060786j),(-0.008622720968034934+0.0034458915070060786j)
(96413.23132313232+0j),(-2.3703172840884867e-05-5.9306757223100945e-05j),(0.5+0j),(0.06887626670514461+0.17230752185039447j),(0.008622474665897106-0.0034461504370078893j),(0.008622474665897108-0.0034461504370078898j),(0.008622474665897108-0.0034461504370078893j),(-0.008622474665897108+0.003446150437007889j)
(96423.22232223224+0j),(-2.3702497415631312e-05-5.929891807904087e-05j),(0.5+0j),(0.06888858238464382+0.17232046709953075j),(0.008622228352307122-0.0034464093419906148j),(0.008622228352307125-0.003446409341990615j),(0.008622228352307124-0.003446409341990615j),(-0.008622228352307124+0.003446409341990615j)
(96433.21332133214+0j),(-2.3701821958282517e-05-5.9291080480604066e-05j),(0.5+0j),(0.06890089863659248+0.1723334110977053j),(0.008621982027268152-0.0034466682219541074j),(0.008621982027268152-0.0034466682219541074j),(0.00862198202726815-0.003446668221954106j),(-0.008621982027268148+0.0034466682219541052j)
(96443.20432043205+0j),(-2.370114646884743e-05-5.92832444273319e-05j),(0.5000000000000001+0j),(0.0689132154608322+0.17234635384491098j),(0.008621735690783358-0.00344692707689822j),(0.008621735690783358-0.0034469270768982207j),(0.00862173569078336-0.00344692707689822j),(-0.008621735690783358+0.0034469270768982202j)
(96453.19531953197+0j),(-2.3700470947335013e-05-5.9275409918766e-05j),(0.5+0j),(0.06892553285720456+0.17235929534114033j),(0.008621489342855908-0.0034471859068228054j),(0.00862148934285591-0.003447185906822807j),(0.00862148934285591-0.0034471859068228067j),(-0.00862148934285591+0.003447185906822807j)
(96463.18631863187+0j),(-2.369979539375426e-05-5.926757695444824e-05j),(0.5+0j),(0.06893785082555107+0.172372235586386j),(0.008621242983488977-0.00344744471172772j),(0.008621242983488977-0.0034474447117277198j),(0.008621242983488979-0.00344744471172772j),(-0.008621242983488979+0.00344744471172772j)
(96473.17731773178+0j),(-2.3699119808114114e-05-5.9259745533920565e-05j),(0.5+0j),(0.06895016936571347+0.17238517458064095j),(0.008620996612685729-0.003447703491612818j),(0.00862099661268573-0.0034477034916128185j),(0.00862099661268573-0.0034477034916128193j),(-0.00862099661268573+0.0034477034916128193j)
(96483.1683168317+0j),(-2.369844419042357e-05-5.92519156567252e-05j),(0.5-2.7755575615628914e-17j),(0.0689624884775333+0.1723981123238978j),(0.008620750230449333-0.003447962246477957j),(0.008620750230449335-0.0034479622464779576j),(0.008620750230449335-0.0034479622464779563j),(-0.008620750230449335+0.0034479622464779567j)
(96493.1593159316+0j),(-2.3697768540691526e-05-5.924408732240445e-05j),(0.5-2.7755575615628914e-17j),(0.06897480816085211+0.1724110488161493j),(0.008620503836782954-0.0034482209763229857j),(0.008620503836782957-0.0034482209763229865j),(0.008620503836782959-0.0034482209763229865j),(-0.008620503836782959+0.003448220976322987j)
(96503.15031503151+0j),(-2.3697092858927006e-05-5.923626053050097e-05j),(0.49999999999999994+0j),(0.06898712841551159+0.17242398405738835j),(0.008620257431689766-0.0034484796811477666j),(0.008620257431689766-0.003448479681147767j),(0.008620257431689768-0.003448479681147767j),(-0.008620257431689768+0.003448479681147767j)
(96513.14131413143+0j),(-2.369641714513896e-05-5.922843528055749e-05j),(0.5+0j),(0.06899944924135337+0.17243691804760775j),(0.008620011015172934-0.0034487383609521543j),(0.008620011015172933-0.0034487383609521547j),(0.008620011015172933-0.003448738360952155j),(-0.008620011015172933+0.003448738360952155j)
(96523.13231323133+0j),(-2.3695741399336325e-05-5.922061157211686e-05j),(0.49999999999999994-2.7755575615628914e-17j),(0.06901177063821906+0.17244985078680025j),(0.008619764587235616-0.003448997015736005j),(0.008619764587235618-0.003448997015736005j),(0.008619764587235618-0.0034489970157360055j),(-0.00861976458723562+0.0034489970157360055j)
(96533.12331233124+0j),(-2.369506562152808e-05-5.921278940472232e-05j),(0.5+0j),(0.06902409260595033+0.1724627822749589j),(0.008619518147880994-0.003449255645499177j),(0.008619518147880994-0.0034492556454991776j),(0.008619518147880994-0.003449255645499178j),(-0.008619518147880994+0.003449255645499178j)
(96543.11431143116+0j),(-2.36943898117232e-05-5.920496877791715e-05j),(0.5+0j),(0.0690364151443888+0.1724757125120764j),(0.008619271697112223-0.0034495142502415288j),(0.008619271697112223-0.003449514250241529j),(0.008619271697112225-0.0034495142502415283j),(-0.008619271697112222+0.003449514250241528j)
(96553.10531053106+0j),(-2.369371396993061e-05-5.9197149691244835e-05j),(0.5+2.7755575615628914e-17j),(0.06904873825337612+0.17248864149814583j),(0.008619025234932475-0.003449772829962916j),(0.008619025234932475-0.003449772829962916j),(0.008619025234932479-0.003449772829962916j),(-0.008619025234932479+0.0034497728299629172j)
(96563.09630963097+0j),(-2.3693038096159313e-05-5.9189332144249094e-05j),(0.5-2.7755575615628914e-17j),(0.06906106193275408+0.1725015692331601j),(0.00861877876134492-0.0034500313846632033j),(0.008618778761344918-0.003450031384663203j),(0.008618778761344918-0.0034500313846632024j),(-0.00861877876134492+0.003450031384663203j)
(96573.08730873089+0j),(-2.3692362190418224e-05-5.9181516136473785e-05j),(0.5-2.7755575615628914e-17j),(0.06907338618236421+0.17251449571711214j),(0.008618532276352717-0.0034502899143422426j),(0.008618532276352717-0.003450289914342243j),(0.008618532276352717-0.0034502899143422435j),(-0.008618532276352718+0.0034502899143422435j)
(96583.07830783079+0j),(-2.3691686252716326e-05-5.9173701667463e-05j),(0.5+0j),(0.0690857110020482+0.17252742094999488j),(0.008618285779959035-0.0034505484189998976j),(0.008618285779959036-0.0034505484189998976j),(0.008618285779959036-0.0034505484189998976j),(-0.008618285779959036+0.0034505484189998976j)
(96593.0693069307+0j),(-2.3691010283062576e-05-5.916588873676099e-05j),(0.5+0j),(0.06909803639164784+0.17254034493180143j),(0.008618039272167043-0.003450806898636029j),(0.008618039272167043-0.0034508068986360287j),(0.008618039272167043-0.0034508068986360287j),(-0.008618039272167043+0.0034508068986360287j)
(96603.06030603062+0j),(-2.369033428146593e-05-5.915807734391216e-05j),(0.5000000000000001-2.7755575615628914e-17j),(0.06911036235100483+0.17255326766252482j),(0.008617792752979905-0.003451065353250498j),(0.008617792752979905-0.0034510653532504984j),(0.008617792752979907-0.003451065353250497j),(-0.008617792752979903+0.003451065353250496j)
(96613.05130513052+0j),(-2.368965824793531e-05-5.915026748846118e-05j),(0.5+0j),(0.06912268887996068+0.17256618914215796j),(0.008617546222400784-0.0034513237828431576j),(0.008617546222400784-0.0034513237828431584j),(0.008617546222400787-0.0034513237828431593j),(-0.008617546222400789+0.0034513237828431606j)
(96623.04230423043+0j),(-2.368898218247974e-05-5.9142459169952885e-05j),(0.49999999999999994+0j),(0.06913501597835735+0.17257910937069412j),(0.008617299680432853-0.003451582187413883j),(0.008617299680432853-0.0034515821874138825j),(0.008617299680432853-0.0034515821874138825j),(-0.008617299680432853+0.003451582187413883j)
(96633.03330333035+0j),(-2.3688306085108137e-05-5.913465238793222e-05j),(0.49999999999999994+0j),(0.06914734364603649+0.17259202834812631j),(0.00861705312707927-0.003451840566962528j),(0.008617053127079269-0.003451840566962527j),(0.00861705312707927-0.0034518405669625263j),(-0.00861705312707927+0.0034518405669625267j)
(96643.02430243025+0j),(-2.3687629955829443e-05-5.912684714194443e-05j),(0.5+0j),(0.0691596718828398+0.17260494607444773j),(0.008616806562343206-0.003452098921488955j),(0.008616806562343204-0.003452098921488955j),(0.008616806562343204-0.003452098921488955j),(-0.008616806562343204+0.003452098921488955j)
(96653.01530153016+0j),(-2.3686953794652626e-05-5.911904343153484e-05j),(0.49999999999999994+0j),(0.069172000688609+0.1726178625496514j),(0.00861655998622782-0.0034523572509930272j),(0.00861655998622782-0.0034523572509930272j),(0.00861655998622782-0.003452357250993028j),(-0.00861655998622782+0.003452357250993028j)
(96663.00630063008+0j),(-2.3686277601586653e-05-5.911124125624907e-05j),(0.5+0j),(0.06918433006318592+0.1726307777737306j),(0.008616313398736282-0.003452615555474611j),(0.00861631339873628-0.003452615555474611j),(0.008616313398736282-0.003452615555474612j),(-0.008616313398736282+0.003452615555474612j)
(96672.99729972998+0j),(-2.3685601376640473e-05-5.9103440615632874e-05j),(0.5000000000000001-2.7755575615628914e-17j),(0.06919666000641227+0.17264369174667846j),(0.008616066799871758-0.0034528738349335693j),(0.008616066799871756-0.0034528738349335697j),(0.008616066799871756-0.0034528738349335697j),(-0.008616066799871758+0.0034528738349335697j)
(96682.98829882989+0j),(-2.3684925119823e-05-5.90956415092321e-05j),(0.49999999999999994+2.7755575615628914e-17j),(0.06920899051812975+0.17265660446848813j),(0.008615820189637403-0.0034531320893697623j),(0.008615820189637404-0.003453132089369762j),(0.008615820189637404-0.0034531320893697623j),(-0.008615820189637404+0.003453132089369763j)
(96692.9792979298+0j),(-2.368424883114325e-05-5.9087843936592985e-05j),(0.49999999999999994-2.7755575615628914e-17j),(0.06922132159818027+0.17266951593915303j),(0.008615573568036394-0.0034533903187830618j),(0.008615573568036394-0.0034533903187830613j),(0.008615573568036394-0.0034533903187830613j),(-0.008615573568036395+0.0034533903187830613j)
(96702.97029702971+0j),(-2.3683572510610124e-05-5.9080047897261776e-05j),(0.49999999999999994+0j),(0.06923365324640551+0.1726824261586663j),(0.008615326935071888-0.003453648523173327j),(0.008615326935071888-0.0034536485231733264j),(0.00861532693507189-0.003453648523173326j),(-0.00861532693507189+0.0034536485231733264j)
(96712.96129612962+0j),(-2.3682896158232604e-05-5.9072253390785005e-05j),(0.5+0j),(0.06924598546264733+0.17269533512702132j),(0.008615080290747054-0.003453906702540428j),(0.008615080290747052-0.003453906702540427j),(0.008615080290747054-0.0034539067025404265j),(-0.008615080290747054+0.003453906702540426j)
(96722.95229522954+0j),(-2.3682219774019616e-05-5.9064460416709345e-05j),(0.5+0j),(0.06925831824674746+0.17270824284421127j),(0.008614833635065053-0.0034541648568842264j),(0.008614833635065051-0.003454164856884226j),(0.008614833635065051-0.0034541648568842255j),(-0.008614833635065051+0.0034541648568842255j)
(96732.94329432944+0j),(-2.3681543357980123e-05-5.905666897458167e-05j),(0.5+0j),(0.06927065159854769+0.17272114931022953j),(0.008614586968029048-0.0034544229862045906j),(0.008614586968029046-0.0034544229862045906j),(0.008614586968029046-0.0034544229862045906j),(-0.008614586968029046+0.0034544229862045906j)
(96742.93429342935+0j),(-2.3680866910123077e-05-5.904887906394903e-05j),(0.5+0j),(0.0692829855178899+0.17273405452506946j),(0.008614340289642204-0.00345468109050139j),(0.0086143402896422-0.0034546810905013896j),(0.008614340289642202-0.003454681090501389j),(-0.008614340289642202+0.003454681090501389j)
(96752.92529252927+0j),(-2.3680190430457404e-05-5.9041090684358636e-05j),(0.5+0j),(0.06929532000461587+0.17274695848872443j),(0.008614093599907684-0.0034549391697744885j),(0.008614093599907684-0.0034549391697744885j),(0.008614093599907682-0.0034549391697744885j),(-0.008614093599907682+0.0034549391697744885j)
(96762.91629162917+0j),(-2.3679513918992084e-05-5.903330383535798e-05j),(0.5+0j),(0.06930765505856742+0.1727598612011878j),(0.008613846898828652-0.0034551972240237563j),(0.00861384689882865-0.003455197224023756j),(0.008613846898828652-0.0034551972240237563j),(-0.008613846898828652+0.0034551972240237563j)
(96772.90729072908+0j),(-2.3678837375736066e-05-5.902551851649465e-05j),(0.5+0j),(0.06931999067958648+0.17277276266245312j),(0.008613600186408273-0.003455455253249064j),(0.008613600186408272-0.0034554552532490633j),(0.00861360018640827-0.0034554552532490624j),(-0.00861360018640827+0.003455455253249063j)
(96782.898289829+0j),(-2.3678160800698253e-05-5.901773472731642e-05j),(0.5+0j),(0.06933232686751478+0.17278566287251373j),(0.008613353462649707-0.003455713257450275j),(0.008613353462649706-0.0034557132574502742j),(0.008613353462649704-0.0034557132574502747j),(-0.008613353462649706+0.003455713257450275j)
(96792.8892889289+0j),(-2.3677484193887642e-05-5.9009952467371314e-05j),(0.5-2.7755575615628914e-17j),(0.06934466362219424+0.17279856183136308j),(0.008613106727556117-0.0034559712366272633j),(0.008613106727556117-0.0034559712366272633j),(0.008613106727556115-0.003455971236627262j),(-0.008613106727556117+0.0034559712366272624j)
(96802.88028802881+0j),(-2.3676807555313132e-05-5.900217173620747e-05j),(0.5+0j),(0.06935700094346664+0.17281145953899468j),(0.008612859981130667-0.003456229190779894j),(0.008612859981130665-0.0034562291907798935j),(0.008612859981130667-0.0034562291907798935j),(-0.008612859981130669+0.003456229190779894j)
(96812.87128712871+0j),(-2.367613088498371e-05-5.8994392533373296e-05j),(0.5+2.7755575615628914e-17j),(0.06936933883117395+0.1728243559954021j),(0.008612613223376522-0.003456487119908042j),(0.008612613223376522-0.003456487119908042j),(0.00861261322337652-0.0034564871199080417j),(-0.008612613223376522+0.0034564871199080425j)
(96822.86228622863+0j),(-2.36754541829083e-05-5.8986614858417294e-05j),(0.5+0j),(0.069381677285158+0.17283725120057886j),(0.008612366454296843-0.0034567450240115764j),(0.008612366454296843-0.003456745024011577j),(0.008612366454296841-0.0034567450240115772j),(-0.00861236645429684+0.0034567450240115772j)
(96832.85328532854+0j),(-2.3674777449095848e-05-5.897883871088817e-05j),(0.5+2.7755575615628914e-17j),(0.06939401630526068+0.1728501451545184j),(0.008612119673894789-0.0034570029030903692j),(0.008612119673894787-0.003457002903090368j),(0.008612119673894787-0.0034570029030903675j),(-0.008612119673894789+0.003457002903090369j)
(96842.84428442844+0j),(-2.3674100683555305e-05-5.897106409033487e-05j),(0.5+0j),(0.0694063558913239+0.17286303785721444j),(0.008611872882173523-0.0034572607571442906j),(0.00861187288217352-0.0034572607571442893j),(0.008611872882173521-0.003457260757144289j),(-0.008611872882173523+0.0034572607571442893j)
(96852.83528352836+0j),(-2.3673423886295593e-05-5.896329099630649e-05j),(0.5+2.7755575615628914e-17j),(0.06941869604318954+0.17287592930866058j),(0.00861162607913621-0.0034575185861732112j),(0.008611626079136209-0.0034575185861732104j),(0.00861162607913621-0.0034575185861732112j),(-0.008611626079136209+0.0034575185861732117j)
(96862.82628262827+0j),(-2.3672747057325682e-05-5.895551942835229e-05j),(0.5+0j),(0.06943103676069953+0.17288881950885035j),(0.00861137926478601-0.003457776390177007j),(0.008611379264786008-0.0034577763901770062j),(0.00861137926478601-0.003457776390177007j),(-0.00861137926478601+0.003457776390177007j)
(96872.81728172817+0j),(-2.3672070196654506e-05-5.894774938602179e-05j),(0.5000000000000001+0j),(0.06944337804369577+0.17290170845777747j),(0.008611132439126088-0.0034580341691555503j),(0.008611132439126085-0.0034580341691555494j),(0.008611132439126087-0.0034580341691555494j),(-0.008611132439126087+0.0034580341691555494j)
(96882.80828082809+0j),(-2.367139330429098e-05-5.8939980868864564e-05j),(0.49999999999999994+0j),(0.06945571989202015+0.17291459615543553j),(0.008610885602159595-0.003458291923108711j),(0.008610885602159593-0.00345829192310871j),(0.008610885602159597-0.0034582919231087106j),(-0.008610885602159597+0.003458291923108711j)
(96892.799279928+0j),(-2.3670716380244092e-05-5.893221387643053e-05j),(0.5+0j),(0.06946806230551472+0.1729274826018184j),(0.008610638753889706-0.0034585496520363685j),(0.008610638753889706-0.003458549652036369j),(0.008610638753889706-0.003458549652036368j),(-0.008610638753889706+0.003458549652036368j)
(96902.7902790279+0j),(-2.3670039424522734e-05-5.8924448408269656e-05j),(0.49999999999999994+0j),(0.06948040528402125+0.17294036779691954j),(0.008610391894319575-0.0034588073559383915j),(0.008610391894319573-0.0034588073559383907j),(0.008610391894319573-0.003458807355938391j),(-0.008610391894319575+0.003458807355938391j)
(96912.78127812782+0j),(-2.3669362437135883e-05-5.891668446393216e-05j),(0.5-2.7755575615628914e-17j),(0.06949274882738186+0.17295325174073295j),(0.008610145023452363-0.00345906503481466j),(0.008610145023452363-0.00345906503481466j),(0.008610145023452363-0.0034590650348146597j),(-0.008610145023452363+0.0034590650348146593j)
(96922.77227722773+0j),(-2.3668685418092446e-05-5.8908922042968424e-05j),(0.49999999999999994+0j),(0.06950509293543838+0.1729661344332522j),(0.008609898141291232-0.003459322688665044j),(0.00860989814129123-0.0034593226886650433j),(0.008609898141291232-0.003459322688665044j),(-0.008609898141291232+0.0034593226886650446j)
(96932.76327632763+0j),(-2.3668008367401394e-05-5.890116114492906e-05j),(0.49999999999999994+0j),(0.06951743760803288+0.1729790158744712j),(0.008609651247839344-0.0034595803174894244j),(0.008609651247839342-0.003459580317489424j),(0.008609651247839342-0.003459580317489424j),(-0.008609651247839342+0.003459580317489425j)
(96942.75427542755+0j),(-2.3667331285071647e-05-5.889340176936478e-05j),(0.5-2.7755575615628914e-17j),(0.06952978284500727+0.17299189606438373j),(0.008609404343099857-0.0034598379212876754j),(0.008609404343099857-0.003459837921287675j),(0.008609404343099855-0.003459837921287675j),(-0.008609404343099855+0.003459837921287675j)
(96952.74527452746+0j),(-2.3666654171112127e-05-5.8885643915826526e-05j),(0.5+0j),(0.06954212864620353+0.17300477500298353j),(0.00860915742707593-0.0034600955000596706j),(0.008609157427075928-0.00346009550005967j),(0.00860915742707593-0.0034600955000596706j),(-0.00860915742707593+0.0034600955000596706j)
(96962.73627362736+0j),(-2.3665977025531803e-05-5.8877887583865474e-05j),(0.5+2.7755575615628914e-17j),(0.06955447501146367+0.17301765269026453j),(0.008608910499770726-0.003460353053805291j),(0.008608910499770724-0.0034603530538052907j),(0.008608910499770727-0.0034603530538052903j),(-0.008608910499770724+0.0034603530538052903j)
(96972.72727272728+0j),(-2.366529984833959e-05-5.8870132773032874e-05j),(0.5-2.7755575615628914e-17j),(0.06956682194062971+0.17303052912622063j),(0.008608663561187403-0.0034606105825244126j),(0.008608663561187405-0.003460610582524413j),(0.008608663561187406-0.0034606105825244135j),(-0.008608663561187406+0.0034606105825244126j)
(96982.7182718272+0j),(-2.3664622639544428e-05-5.886237948288026e-05j),(0.49999999999999994-2.7755575615628914e-17j),(0.06957916943354361+0.1730434043108457j),(0.008608416611329127-0.0034608680862169144j),(0.008608416611329127-0.0034608680862169136j),(0.008608416611329127-0.0034608680862169144j),(-0.008608416611329129+0.0034608680862169144j)
(96992.7092709271+0j),(-2.3663945399155256e-05-5.885462771295932e-05j),(0.5+0j),(0.06959151749004742+0.17305627824413367j),(0.008608169650199051-0.003461125564882673j),(0.008608169650199051-0.003461125564882673j),(0.008608169650199051-0.0034611255648826734j),(-0.008608169650199051+0.0034611255648826734j)
(97002.70027002701+0j),(-2.3663268127181015e-05-5.884687746282188e-05j),(0.5000000000000001+0j),(0.0696038661099832+0.17306915092607852j),(0.008607922677800337-0.0034613830185215703j),(0.008607922677800337-0.0034613830185215707j),(0.008607922677800339-0.0034613830185215707j),(-0.008607922677800339+0.0034613830185215707j)
(97012.69126912692+0j),(-2.3662590823630608e-05-5.883912873201997e-05j),(0.5+0j),(0.06961621529319287+0.17308202235667405j),(0.008607675694136141-0.003461640447133482j),(0.008607675694136141-0.003461640447133481j),(0.008607675694136143-0.003461640447133481j),(-0.008607675694136143+0.0034616404471334815j)
(97022.68226822682+0j),(-2.3661913488512998e-05-5.8831381520105865e-05j),(0.49999999999999994+0j),(0.06962856503951857+0.17309489253591445j),(0.008607428699209628-0.0034618978507182895j),(0.008607428699209626-0.003461897850718289j),(0.008607428699209628-0.003461897850718289j),(-0.008607428699209628+0.0034618978507182895j)
(97032.67326732674+0j),(-2.366123612183711e-05-5.8823635826631955e-05j),(0.4999999999999999+0j),(0.0696409153488023+0.17310776146379364j),(0.008607181693023953-0.003462155229275873j),(0.008607181693023951-0.0034621552292758728j),(0.008607181693023953-0.0034621552292758728j),(-0.008607181693023954+0.0034621552292758736j)
(97042.66426642665+0j),(-2.3660558723611882e-05-5.881589165115086e-05j),(0.5+0j),(0.06965326622088616+0.17312062914030574j),(0.008606934675582278-0.003462412582806115j),(0.008606934675582278-0.003462412582806115j),(0.008606934675582276-0.0034624125828061148j),(-0.00860693467558228+0.0034624125828061156j)
(97052.65526552656+0j),(-2.365988129384623e-05-5.880814899321531e-05j),(0.5-2.7755575615628914e-17j),(0.06966561765561216+0.17313349556544466j),(0.008606687646887757-0.0034626699113088936j),(0.008606687646887757-0.003462669911308894j),(0.008606687646887757-0.003462669911308894j),(-0.008606687646887757+0.003462669911308893j)
(97062.64626462647+0j),(-2.3659203832549097e-05-5.880040785237831e-05j),(0.5+0j),(0.06967796965282239+0.17314636073920459j),(0.008606440606943553-0.0034629272147840926j),(0.008606440606943553-0.0034629272147840913j),(0.008606440606943553-0.0034629272147840917j),(-0.008606440606943553+0.0034629272147840917j)
(97072.63726372638+0j),(-2.3658526339729406e-05-5.879266822819296e-05j),(0.5+0j),(0.06969032221235893+0.1731592246615796j),(0.00860619355575282-0.0034631844932315925j),(0.008606193555752822-0.003463184493231592j),(0.008606193555752822-0.003463184493231592j),(-0.008606193555752824+0.0034631844932315925j)
(97082.62826282629+0j),(-2.36578488153961e-05-5.878493012021266e-05j),(0.5+0j),(0.0697026753340639+0.17317208733256384j),(0.008605946493318724-0.0034634417466512775j),(0.008605946493318724-0.0034634417466512767j),(0.008605946493318722-0.0034634417466512767j),(-0.008605946493318722+0.0034634417466512762j)
(97092.6192619262+0j),(-2.3657171259558076e-05-5.8777193527990796e-05j),(0.49999999999999994+0j),(0.06971502901777932+0.17318494875215135j),(0.008605699419644411-0.0034636989750430275j),(0.008605699419644411-0.003463698975043027j),(0.008605699419644413-0.003463698975043027j),(-0.008605699419644414+0.003463698975043028j)
(97102.61026102612+0j),(-2.36564936722243e-05-5.8769458451081195e-05j),(0.5+2.7755575615628914e-17j),(0.06972738326334738+0.17319780892033648j),(0.008605452334733053-0.00346395617840673j),(0.008605452334733052-0.0034639561784067293j),(0.008605452334733053-0.0034639561784067293j),(-0.008605452334733053+0.0034639561784067297j)
(97112.60126012602+0j),(-2.3655816053403684e-05-5.8761724889037666e-05j),(0.5+0j),(0.06973973807061011+0.17321066783711328j),(0.008605205238587798-0.0034642133567422658j),(0.008605205238587797-0.003464213356742265j),(0.008605205238587798-0.0034642133567422658j),(-0.0086052052385878+0.0034642133567422666j)
(97122.59225922593+0j),(-2.365513840310516e-05-5.8753992841414244e-05j),(0.49999999999999994+0j),(0.06975209343940975+0.17322352550247605j),(0.008604958131211805-0.0034644705100495216j),(0.008604958131211803-0.0034644705100495216j),(0.008604958131211805-0.003464470510049521j),(-0.008604958131211805+0.003464470510049521j)
